entity_id,score,label_value,race,sex,age_cat
6304,0.9,1,African-American,Male,25 - 45
4973,0.9,1,African-American,Male,Less than 25
6286,0.9,1,African-American,Male,Less than 25
5005,0.9,1,Hispanic,Male,25 - 45
6250,0.9,1,African-American,Male,Less than 25
5010,0.9,1,African-American,Male,25 - 45
6245,0.9,0,Caucasian,Male,25 - 45
5019,0.9,1,African-American,Male,25 - 45
5037,0.9,0,Caucasian,Female,Less than 25
5043,0.9,1,Caucasian,Male,Less than 25
6199,0.9,1,Caucasian,Male,25 - 45
6185,0.9,1,African-American,Male,25 - 45
6177,0.9,0,African-American,Male,Less than 25
6040,0.9,1,African-American,Male,25 - 45
5103,0.9,0,Hispanic,Male,25 - 45
6170,0.9,1,African-American,Male,25 - 45
6169,0.9,1,Caucasian,Male,Less than 25
5117,0.9,1,African-American,Male,Less than 25
5119,0.9,1,African-American,Male,25 - 45
5134,0.9,1,Caucasian,Male,25 - 45
5161,0.9,0,African-American,Female,25 - 45
5166,0.9,0,Caucasian,Male,25 - 45
6097,0.9,1,Caucasian,Male,25 - 45
6096,0.9,1,African-American,Male,Less than 25
5205,0.9,0,Caucasian,Male,Less than 25
5243,0.9,1,African-American,Male,Less than 25
5248,0.9,0,African-American,Male,25 - 45
6957,0.9,1,African-American,Male,25 - 45
6975,0.9,1,African-American,Male,Less than 25
8401,0.9,1,Caucasian,Male,25 - 45
8105,0.9,1,African-American,Male,Less than 25
3111,0.9,0,African-American,Male,25 - 45
8045,0.9,1,Caucasian,Male,Less than 25
8035,0.9,1,African-American,Male,25 - 45
8009,0.9,1,African-American,Male,25 - 45
3158,0.9,0,African-American,Male,25 - 45
8007,0.9,0,African-American,Male,25 - 45
7987,0.9,1,Caucasian,Male,25 - 45
3189,0.9,1,African-American,Male,25 - 45
7977,0.9,0,African-American,Male,Less than 25
3223,0.9,1,Caucasian,Male,Greater than 45
3225,0.9,1,African-American,Male,Less than 25
3273,0.9,1,African-American,Male,Less than 25
3284,0.9,1,Caucasian,Male,25 - 45
7908,0.9,1,African-American,Male,Less than 25
7904,0.9,0,African-American,Female,25 - 45
7900,0.9,1,African-American,Male,Greater than 45
7875,0.9,1,African-American,Male,25 - 45
7823,0.9,1,Caucasian,Female,Greater than 45
7819,0.9,1,African-American,Male,Less than 25
7793,0.9,1,Hispanic,Male,Less than 25
3359,0.9,1,African-American,Male,25 - 45
3362,0.9,1,African-American,Male,Less than 25
3369,0.9,1,African-American,Male,Less than 25
7791,0.9,1,African-American,Male,Less than 25
7785,0.9,1,African-American,Male,25 - 45
3385,0.9,0,African-American,Male,Greater than 45
7728,0.9,1,African-American,Male,25 - 45
1197,0.9,1,African-American,Male,Less than 25
7661,0.9,1,Caucasian,Female,Greater than 45
8072,0.9,1,African-American,Male,Less than 25
8129,0.9,1,African-American,Male,25 - 45
4269,0.9,1,African-American,Male,25 - 45
3023,0.9,1,African-American,Male,25 - 45
8399,0.9,1,African-American,Male,25 - 45
8389,0.9,0,Caucasian,Male,25 - 45
2753,0.9,1,African-American,Male,25 - 45
2754,0.9,0,Caucasian,Female,25 - 45
8360,0.9,1,African-American,Male,25 - 45
2782,0.9,1,African-American,Male,25 - 45
8322,0.9,1,African-American,Female,25 - 45
2817,0.9,0,Caucasian,Male,25 - 45
8314,0.9,0,African-American,Male,25 - 45
2854,0.9,1,African-American,Male,25 - 45
8306,0.9,1,African-American,Male,25 - 45
2857,0.9,0,African-American,Male,25 - 45
2871,0.9,1,African-American,Male,Less than 25
2873,0.9,1,Caucasian,Male,25 - 45
2875,0.9,1,African-American,Male,25 - 45
8284,0.9,1,African-American,Male,25 - 45
2899,0.9,1,Caucasian,Male,25 - 45
2901,0.9,1,African-American,Male,25 - 45
8269,0.9,1,African-American,Female,25 - 45
2914,0.9,0,African-American,Male,25 - 45
8235,0.9,1,African-American,Male,Less than 25
8203,0.9,1,African-American,Male,25 - 45
8201,0.9,1,Caucasian,Male,25 - 45
8195,0.9,0,African-American,Male,25 - 45
2982,0.9,1,African-American,Male,Greater than 45
2995,0.9,0,African-American,Male,Greater than 45
2997,0.9,1,African-American,Male,25 - 45
8146,0.9,0,African-American,Male,25 - 45
3020,0.9,0,African-American,Male,Greater than 45
3489,0.9,0,African-American,Female,Less than 25
3510,0.9,1,Caucasian,Male,25 - 45
7591,0.9,1,African-American,Male,Less than 25
7573,0.9,1,African-American,Male,25 - 45
7233,0.9,1,African-American,Male,25 - 45
7194,0.9,1,African-American,Male,25 - 45
4000,0.9,1,African-American,Male,25 - 45
4013,0.9,1,Caucasian,Male,25 - 45
7151,0.9,1,African-American,Male,25 - 45
7144,0.9,0,African-American,Male,25 - 45
4084,0.9,0,African-American,Male,25 - 45
4102,0.9,0,African-American,Male,Less than 25
4105,0.9,1,Caucasian,Male,25 - 45
4108,0.9,1,African-American,Male,25 - 45
7100,0.9,1,African-American,Male,25 - 45
4144,0.9,0,African-American,Male,Less than 25
7077,0.9,1,African-American,Male,25 - 45
7074,0.9,1,Caucasian,Female,Less than 25
4155,0.9,1,African-American,Male,Less than 25
7067,0.9,1,Caucasian,Male,Less than 25
4170,0.9,1,Caucasian,Male,25 - 45
4180,0.9,1,Hispanic,Female,25 - 45
7042,0.9,1,African-American,Male,25 - 45
7040,0.9,0,Caucasian,Male,Less than 25
4198,0.9,1,African-American,Male,25 - 45
7029,0.9,1,African-American,Male,25 - 45
4223,0.9,1,African-American,Female,25 - 45
4225,0.9,1,African-American,Male,25 - 45
7006,0.9,1,Caucasian,Female,25 - 45
4235,0.9,1,African-American,Male,Greater than 45
4248,0.9,1,Hispanic,Male,25 - 45
4256,0.9,1,African-American,Male,25 - 45
6980,0.9,1,African-American,Female,25 - 45
3950,0.9,1,Caucasian,Male,25 - 45
3933,0.9,1,African-American,Female,25 - 45
3903,0.9,1,African-American,Female,25 - 45
3719,0.9,0,African-American,Male,Less than 25
7561,0.9,0,Caucasian,Male,25 - 45
3566,0.9,0,Caucasian,Male,Less than 25
7530,0.9,0,African-American,Female,25 - 45
7515,0.9,1,African-American,Male,Less than 25
7496,0.9,0,Caucasian,Male,Less than 25
3614,0.9,1,African-American,Male,25 - 45
3656,0.9,0,African-American,Male,Less than 25
7450,0.9,1,African-American,Male,25 - 45
7449,0.9,1,African-American,Male,25 - 45
3681,0.9,0,African-American,Female,Greater than 45
3685,0.9,1,African-American,Male,25 - 45
3691,0.9,1,Other,Male,Less than 25
3696,0.9,0,African-American,Male,Less than 25
3720,0.9,1,Caucasian,Male,Greater than 45
7278,0.9,1,African-American,Female,Less than 25
7411,0.9,0,African-American,Male,25 - 45
7406,0.9,1,African-American,Male,Less than 25
3738,0.9,0,Caucasian,Male,25 - 45
7391,0.9,1,African-American,Male,Less than 25
3763,0.9,1,African-American,Male,25 - 45
3765,0.9,1,Caucasian,Male,25 - 45
7373,0.9,1,African-American,Male,25 - 45
3771,0.9,1,African-American,Male,25 - 45
7368,0.9,0,African-American,Female,25 - 45
7362,0.9,1,African-American,Female,Less than 25
3826,0.9,1,African-American,Male,Greater than 45
7300,0.9,0,Caucasian,Male,Less than 25
7294,0.9,1,Other,Male,25 - 45
1202,0.9,1,African-American,Male,25 - 45
5631,0.9,0,Hispanic,Male,25 - 45
1003,0.9,1,African-American,Male,25 - 45
700,0.9,1,African-American,Male,25 - 45
10105,0.9,0,Caucasian,Male,25 - 45
10949,0.9,1,African-American,Male,Less than 25
131,0.9,1,African-American,Male,Less than 25
10947,0.9,1,African-American,Male,Greater than 45
1138,0.9,0,African-American,Female,25 - 45
264,0.9,1,Hispanic,Male,25 - 45
10010,0.9,1,African-American,Male,Less than 25
41,0.9,1,Caucasian,Male,25 - 45
1141,0.9,0,African-American,Male,25 - 45
10119,0.9,1,African-American,Male,Less than 25
10323,0.9,1,Hispanic,Male,25 - 45
10121,0.9,1,African-American,Male,25 - 45
10536,0.9,1,African-American,Male,25 - 45
708,0.9,1,African-American,Male,Greater than 45
711,0.9,1,African-American,Female,Less than 25
54,0.9,1,African-American,Male,25 - 45
10519,0.9,1,African-American,Male,25 - 45
478,0.9,0,African-American,Male,25 - 45
516,0.9,1,African-American,Male,25 - 45
229,0.9,1,African-American,Male,25 - 45
10499,0.9,1,Caucasian,Female,25 - 45
1026,0.9,1,African-American,Male,Greater than 45
1027,0.9,0,African-American,Male,Less than 25
10363,0.9,1,African-American,Male,Less than 25
10505,0.9,0,African-American,Male,Less than 25
9909,0.9,1,African-American,Male,25 - 45
10361,0.9,0,Caucasian,Female,25 - 45
9910,0.9,1,African-American,Male,Less than 25
480,0.9,1,African-American,Male,Less than 25
1031,0.9,1,Caucasian,Female,25 - 45
10511,0.9,1,African-American,Male,25 - 45
1032,0.9,1,Hispanic,Male,25 - 45
10514,0.9,0,Caucasian,Male,Less than 25
26,0.9,1,African-American,Male,Less than 25
1039,0.9,1,African-American,Male,25 - 45
485,0.9,1,African-American,Male,Less than 25
287,0.9,1,African-American,Male,25 - 45
289,0.9,1,African-American,Male,25 - 45
10131,0.9,0,African-American,Male,Less than 25
350,0.9,1,African-American,Male,25 - 45
320,0.9,0,African-American,Male,25 - 45
10237,0.9,1,Caucasian,Male,Less than 25
10235,0.9,0,African-American,Male,Less than 25
9963,0.9,0,African-American,Female,Less than 25
337,0.9,0,African-American,Male,Greater than 45
338,0.9,0,African-American,Male,Less than 25
10181,0.9,0,African-American,Male,25 - 45
10183,0.9,0,African-American,Male,25 - 45
1123,0.9,0,African-American,Male,Greater than 45
96,0.9,1,African-American,Male,25 - 45
807,0.9,0,Caucasian,Male,Less than 25
10210,0.9,0,African-American,Male,25 - 45
376,0.9,1,African-American,Male,Less than 25
359,0.9,0,African-American,Male,25 - 45
10606,0.9,0,Caucasian,Male,25 - 45
10196,0.9,0,Caucasian,Male,25 - 45
10254,0.9,0,African-American,Male,25 - 45
317,0.9,0,African-American,Female,25 - 45
313,0.9,1,Caucasian,Female,25 - 45
429,0.9,1,African-American,Male,Less than 25
737,0.9,1,Caucasian,Female,Less than 25
738,0.9,1,Caucasian,Male,Less than 25
739,0.9,0,African-American,Male,25 - 45
1119,0.9,1,African-American,Male,Less than 25
10940,0.9,0,Caucasian,Male,25 - 45
750,0.9,1,Caucasian,Male,25 - 45
10692,0.9,1,African-American,Male,25 - 45
9989,0.9,1,African-American,Male,Less than 25
10157,0.9,1,African-American,Female,25 - 45
9940,0.9,1,African-American,Female,25 - 45
10935,0.9,1,Hispanic,Male,25 - 45
10158,0.9,1,African-American,Male,Less than 25
302,0.9,1,African-American,Female,25 - 45
10677,0.9,1,African-American,Male,25 - 45
10260,0.9,1,Caucasian,Male,Greater than 45
228,0.9,1,African-American,Female,25 - 45
835,0.9,1,African-American,Male,25 - 45
967,0.9,1,African-American,Male,25 - 45
160,0.9,1,African-American,Male,Greater than 45
557,0.9,1,African-American,Male,Less than 25
10839,0.9,1,African-American,Male,25 - 45
581,0.9,1,African-American,Male,25 - 45
166,0.9,1,African-American,Male,Less than 25
10028,0.9,0,African-American,Male,Greater than 45
187,0.9,0,African-American,Male,Greater than 45
9904,0.9,1,African-American,Male,25 - 45
1001,0.9,0,African-American,Male,Greater than 45
604,0.9,1,African-American,Male,Less than 25
9894,0.9,1,Caucasian,Female,25 - 45
969,0.9,0,Other,Male,Less than 25
10807,0.9,1,Caucasian,Male,25 - 45
962,0.9,0,Caucasian,Male,25 - 45
176,0.9,1,African-American,Male,25 - 45
189,0.9,0,Caucasian,Male,Greater than 45
1016,0.9,1,Other,Male,25 - 45
1166,0.9,1,African-American,Male,25 - 45
184,0.9,1,African-American,Male,25 - 45
10995,0.9,0,African-American,Male,Less than 25
598,0.9,0,African-American,Male,25 - 45
10383,0.9,1,African-American,Male,25 - 45
9907,0.9,1,African-American,Male,Greater than 45
1187,0.9,1,Caucasian,Male,Less than 25
959,0.9,1,African-American,Male,Less than 25
579,0.9,1,African-American,Male,Less than 25
10039,0.9,1,African-American,Male,Greater than 45
9898,0.9,1,African-American,Male,Greater than 45
10411,0.9,0,African-American,Male,Greater than 45
995,0.8,1,African-American,Male,25 - 45
310,0.8,0,African-American,Female,25 - 45
2448,0.8,1,African-American,Male,Less than 25
864,0.8,0,Hispanic,Male,Less than 25
4478,0.8,0,African-American,Male,Greater than 45
4476,0.8,1,African-American,Male,Greater than 45
6766,0.8,1,African-American,Male,25 - 45
2126,0.8,1,Caucasian,Male,Less than 25
4933,0.8,0,African-American,Male,25 - 45
1961,0.8,1,Caucasian,Male,25 - 45
10143,0.8,0,African-American,Male,25 - 45
4512,0.8,1,African-American,Male,Less than 25
4897,0.8,1,Caucasian,Male,25 - 45
4912,0.8,0,Hispanic,Male,Less than 25
4914,0.8,1,African-American,Male,Less than 25
10695,0.8,1,Caucasian,Male,25 - 45
2400,0.8,0,African-American,Male,25 - 45
10142,0.8,0,African-American,Male,25 - 45
1984,0.8,1,African-American,Female,Less than 25
8685,0.8,0,African-American,Male,25 - 45
10831,0.8,1,Caucasian,Female,25 - 45
4500,0.8,0,African-American,Male,25 - 45
6739,0.8,1,African-American,Male,Greater than 45
987,0.8,1,African-American,Male,25 - 45
4932,0.8,1,African-American,Male,Greater than 45
6782,0.8,0,Hispanic,Male,Less than 25
4486,0.8,1,Caucasian,Male,Less than 25
8667,0.8,1,African-American,Male,25 - 45
6825,0.8,1,African-American,Male,Greater than 45
9163,0.8,1,African-American,Male,25 - 45
4939,0.8,1,African-American,Male,Less than 25
4944,0.8,1,African-American,Male,Less than 25
4377,0.8,1,African-American,Male,Less than 25
4947,0.8,1,African-American,Male,Less than 25
2543,0.8,0,African-American,Male,25 - 45
8583,0.8,1,African-American,Male,25 - 45
10184,0.8,0,African-American,Male,25 - 45
2557,0.8,0,African-American,Male,25 - 45
4342,0.8,1,African-American,Male,Less than 25
357,0.8,1,Caucasian,Male,25 - 45
2571,0.8,1,African-American,Male,Less than 25
4331,0.8,1,African-American,Male,Greater than 45
9202,0.8,0,Caucasian,Female,Greater than 45
4328,0.8,1,African-American,Male,Less than 25
10194,0.8,1,African-American,Male,Less than 25
360,0.8,0,African-American,Male,25 - 45
9206,0.8,1,African-American,Male,25 - 45
10621,0.8,1,Other,Male,Less than 25
6326,0.8,1,Caucasian,Male,Less than 25
6886,0.8,1,African-American,Male,Greater than 45
6884,0.8,0,Caucasian,Male,25 - 45
8626,0.8,1,Caucasian,Male,25 - 45
6801,0.8,0,Caucasian,Male,25 - 45
2472,0.8,0,Caucasian,Male,25 - 45
2476,0.8,1,African-American,Male,25 - 45
8638,0.8,1,African-American,Male,25 - 45
2387,0.8,1,Caucasian,Male,Less than 25
10173,0.8,1,African-American,Male,25 - 45
8630,0.8,1,African-American,Male,25 - 45
8622,0.8,1,African-American,Male,25 - 45
10646,0.8,1,African-American,Male,25 - 45
6851,0.8,1,Caucasian,Male,25 - 45
6860,0.8,1,Hispanic,Male,Less than 25
9173,0.8,0,Caucasian,Male,Less than 25
9174,0.8,1,Caucasian,Female,Less than 25
857,0.8,1,African-American,Male,25 - 45
6875,0.8,0,Caucasian,Male,Less than 25
2518,0.8,0,Hispanic,Male,25 - 45
2390,0.8,1,African-American,Male,25 - 45
3506,0.8,0,African-American,Male,25 - 45
10697,0.8,1,Caucasian,Male,Greater than 45
6546,0.8,0,Hispanic,Male,25 - 45
6426,0.8,1,Other,Male,25 - 45
8955,0.8,0,Hispanic,Male,Greater than 45
2166,0.8,1,African-American,Female,25 - 45
2170,0.8,0,African-American,Male,Less than 25
4720,0.8,0,Caucasian,Female,25 - 45
4715,0.8,1,African-American,Male,25 - 45
8930,0.8,1,African-American,Male,25 - 45
10773,0.8,1,Caucasian,Male,Less than 25
930,0.8,1,African-American,Male,Less than 25
2245,0.8,0,Caucasian,Female,Greater than 45
6571,0.8,1,African-American,Male,Greater than 45
4673,0.8,0,African-American,Male,25 - 45
4672,0.8,1,Caucasian,Male,Greater than 45
8885,0.8,1,African-American,Male,Less than 25
6415,0.8,0,African-American,Male,Greater than 45
4848,0.8,0,African-American,Male,25 - 45
2233,0.8,1,Caucasian,Male,Less than 25
10081,0.8,1,African-American,Male,Less than 25
8959,0.8,1,Other,Male,25 - 45
6497,0.8,1,African-American,Male,25 - 45
2083,0.8,1,African-American,Male,Less than 25
6480,0.8,1,African-American,Male,25 - 45
4784,0.8,0,African-American,Male,25 - 45
8995,0.8,0,Caucasian,Male,Greater than 45
2131,0.8,0,African-American,Male,25 - 45
9017,0.8,1,Hispanic,Male,Less than 25
9018,0.8,0,African-American,Male,25 - 45
6462,0.8,1,African-American,Male,Less than 25
6463,0.8,0,African-American,Male,25 - 45
8974,0.8,0,African-American,Male,Less than 25
4808,0.8,1,African-American,Male,Greater than 45
9027,0.8,1,African-American,Female,25 - 45
945,0.8,0,African-American,Male,25 - 45
4820,0.8,1,African-American,Male,Greater than 45
223,0.8,1,African-American,Male,25 - 45
4824,0.8,0,African-American,Male,25 - 45
4839,0.8,0,African-American,Male,25 - 45
2150,0.8,1,African-American,Male,25 - 45
2153,0.8,1,African-American,Male,Less than 25
4660,0.8,0,African-American,Male,Less than 25
9061,0.8,1,African-American,Male,Less than 25
977,0.8,0,African-American,Female,Less than 25
2342,0.8,0,African-American,Female,25 - 45
8803,0.8,0,Hispanic,Male,25 - 45
8802,0.8,0,African-American,Female,25 - 45
2326,0.8,0,African-American,Male,25 - 45
272,0.8,1,African-American,Male,25 - 45
6665,0.8,0,African-American,Female,Less than 25
277,0.8,1,African-American,Male,Greater than 45
4582,0.8,0,African-American,Female,Greater than 45
9110,0.8,1,African-American,Male,Greater than 45
4574,0.8,1,Caucasian,Male,25 - 45
2246,0.8,0,African-American,Male,Less than 25
10129,0.8,1,African-American,Male,25 - 45
6687,0.8,1,Caucasian,Male,25 - 45
2019,0.8,1,African-American,Male,Less than 25
4795,0.8,0,African-American,Male,Greater than 45
2006,0.8,1,African-American,Male,Less than 25
4550,0.8,1,African-American,Male,25 - 45
6698,0.8,1,African-American,Male,25 - 45
6705,0.8,0,Caucasian,Female,25 - 45
6384,0.8,1,African-American,Male,Less than 25
8807,0.8,0,Hispanic,Male,Less than 25
898,0.8,0,African-American,Male,25 - 45
6391,0.8,1,African-American,Male,Less than 25
2070,0.8,0,African-American,Male,25 - 45
4311,0.8,1,African-American,Male,25 - 45
9064,0.8,1,African-American,Male,25 - 45
4861,0.8,1,African-American,Male,25 - 45
4862,0.8,1,Other,Male,Less than 25
10057,0.8,0,African-American,Male,25 - 45
4651,0.8,0,African-American,Male,25 - 45
6605,0.8,0,African-American,Female,Less than 25
2271,0.8,1,African-American,Male,25 - 45
913,0.8,1,African-American,Male,25 - 45
4624,0.8,1,African-American,Male,25 - 45
6650,0.8,1,African-American,Male,Less than 25
8834,0.8,1,African-American,Male,25 - 45
2297,0.8,1,Caucasian,Male,Less than 25
6652,0.8,1,African-American,Male,25 - 45
9093,0.8,0,African-American,Male,Less than 25
9094,0.8,1,African-American,Male,Less than 25
4655,0.8,0,Caucasian,Male,25 - 45
3406,0.8,1,Caucasian,Male,Less than 25
4307,0.8,0,African-American,Male,Less than 25
3725,0.8,1,African-American,Male,Less than 25
500,0.8,1,African-American,Female,Less than 25
7997,0.8,1,African-American,Male,Greater than 45
3170,0.8,1,African-American,Female,25 - 45
3759,0.8,0,African-American,Female,25 - 45
3178,0.8,1,Caucasian,Male,Less than 25
3749,0.8,1,African-American,Male,25 - 45
3203,0.8,0,Caucasian,Female,Less than 25
3742,0.8,1,African-American,Male,25 - 45
7976,0.8,1,Caucasian,Male,25 - 45
3226,0.8,0,African-American,Male,25 - 45
7942,0.8,1,African-American,Female,25 - 45
3152,0.8,0,Caucasian,Female,25 - 45
3243,0.8,1,African-American,Female,Greater than 45
10489,0.8,0,Caucasian,Female,Less than 25
7427,0.8,0,African-American,Male,25 - 45
7919,0.8,1,African-American,Male,25 - 45
7429,0.8,1,Caucasian,Male,Less than 25
3702,0.8,1,Caucasian,Male,Greater than 45
524,0.8,0,Hispanic,Male,25 - 45
7917,0.8,0,African-American,Male,Greater than 45
7913,0.8,0,African-American,Male,25 - 45
3287,0.8,1,African-American,Male,Less than 25
653,0.8,1,Caucasian,Male,Less than 25
3143,0.8,1,Caucasian,Male,25 - 45
688,0.8,1,African-American,Male,25 - 45
3831,0.8,1,Caucasian,Male,Less than 25
7292,0.8,0,African-American,Female,25 - 45
8114,0.8,1,African-American,Male,Less than 25
7293,0.8,0,African-American,Male,25 - 45
8111,0.8,1,African-American,Male,25 - 45
